Team,Name,Age,G,GS,MP,FG,FGpct,threeP,threePpct,twoP,twoPpct,eFGpct,FT,FTpct,ORB,DRB,AST,STL,BLK,TOV,Pfoul,PTSperG,PG,PF,SG,SF,C,Exp,Salary
MEM,Grayson Allen,24,38,0,18.9,3.1,0.466,1.5,0.404,1.6,0.545,0.58,1,0.867,0.2,2,1.4,0.3,0.1,0.9,1.4,8.7,0,0,1,0,0,1,2429400
MEM,Solomon Hill,28,48,3,18.8,2,0.412,1.2,0.381,0.8,0.465,0.532,0.5,0.684,0.5,2.5,2,0.6,0.1,0.8,1.5,5.7,0,1,0,0,0,6,12758781
MEM,Gorgui Dieng,30,17,0,18.7,2.5,0.483,0.5,0.25,2,0.618,0.529,1.8,0.738,1.1,4.7,0.9,0.8,1,0.9,2.1,7.2,0,0,0,0,1,6,16229213
MEM,Anthony Tolliver,34,13,4,18.2,1.5,0.396,1.3,0.415,0.2,0.286,0.573,0.5,0.875,0.4,2.2,0.8,0.5,0.1,0.7,1.1,4.8,0,1,0,0,0,11,434704
MEM,Josh Jackson,22,22,0,17.3,3.2,0.44,1,0.319,2.1,0.54,0.513,1.6,0.7,0.5,2.5,1.6,0.8,0.4,1.3,1.8,9,0,0,0,1,0,2,7059480
MEM,Marko Guduric,24,44,0,11,1.4,0.395,0.6,0.301,0.8,0.5,0.475,0.5,0.923,0.3,1.3,1,0.3,0.2,0.8,0.8,3.9,0,0,1,0,0,0,2625000
MEM,Jordan Bell,25,2,0,10.5,1.5,0.429,1,0.667,0.5,0.25,0.571,1,1,1,0.5,1,0.5,0,1.5,1,5,0,0,0,0,1,2,250000
MEM,Bruno Caboclo,24,22,0,8.7,1.3,0.406,0.2,0.16,1.1,0.545,0.435,0.1,0.667,0.8,1.2,0.5,0.5,0.5,0.3,1,2.8,0,0,0,0,1,5,1845301
MEM,Dusty Hannahs,26,2,0,6.5,2,0.444,1,0.667,1,0.333,0.556,1,1,0,0.5,0,0,0,0,0.5,6,0,0,1,0,0,1,81678
MEM,Jarrod Uthoff,26,4,0,3.5,0.3,0.143,0,0,0.3,0.333,0.143,0.5,1,0.3,0,0,0.3,0,0,0.3,1,0,1,0,0,0,1,163356
PHO,Devin Booker,23,70,70,35.9,9,0.489,2,0.354,6.9,0.549,0.544,6.7,0.919,0.4,3.8,6.5,0.7,0.3,3.8,3,26.6,0,0,1,0,0,4,27285000
PHO,Deandre Ayton,21,38,32,32.5,8.2,0.546,0.1,0.231,8.1,0.553,0.548,1.8,0.753,3.9,7.6,1.9,0.7,1.5,2.1,3.1,18.2,0,0,0,0,1,1,9562920
PHO,Ricky Rubio,29,65,65,31,4.4,0.415,1.2,0.361,3.2,0.439,0.471,3,0.863,0.7,4,8.8,1.4,0.2,2.7,2.6,13,1,0,0,0,0,8,16200000
PHO,Mikal Bridges,23,73,32,28,3.4,0.51,1,0.361,2.4,0.61,0.583,1.4,0.844,0.9,3.1,1.8,1.4,0.6,1,2.2,9.1,0,0,0,1,0,1,4161000
PHO,Dario Šarić,25,66,51,24.7,3.9,0.476,1.3,0.357,2.6,0.568,0.554,1.6,0.844,1.5,4.6,1.9,0.6,0.2,1.3,2.4,10.7,0,1,0,0,0,3,3481986
PHO,Cameron Payne,25,8,0,22.9,4.1,0.485,1.9,0.517,2.3,0.462,0.596,0.8,0.857,0.5,3.4,3,1,0.3,1.4,2.5,10.9,0,0,1,0,0,4,150000
PHO,Aron Baynes,33,42,28,22.2,4.4,0.48,1.4,0.351,3,0.582,0.558,1.3,0.747,1.7,4,1.6,0.2,0.5,1.2,3.4,11.5,0,0,0,0,1,7,5453280
PHO,Cameron Johnson,23,57,9,22,3.1,0.435,1.9,0.39,1.2,0.526,0.565,0.8,0.807,0.9,2.4,1.2,0.6,0.4,0.6,1.5,8.8,0,1,0,0,0,0,4033440
PHO,Frank Kaminsky,26,39,13,19.9,3.5,0.45,1.1,0.331,2.5,0.53,0.516,1.6,0.678,0.9,3.6,1.9,0.4,0.3,0.9,1.9,9.7,0,0,0,0,1,4,4767000
PHO,Tyler Johnson,27,31,3,16.6,2.1,0.38,0.8,0.289,1.3,0.466,0.45,0.8,0.75,0.3,1.4,1.6,0.4,0.3,0.8,1.4,5.7,1,0,0,0,0,5,212753
PHO,Jevon Carter,24,58,2,16.3,1.7,0.416,1.1,0.425,0.7,0.402,0.543,0.4,0.852,0.5,1.5,1.4,0.8,0.3,0.6,1.5,4.9,1,0,0,0,0,1,1416852
PHO,Elie Okobo,22,55,3,13.1,1.3,0.398,0.5,0.352,0.9,0.427,0.467,0.9,0.704,0.3,1.3,2.1,0.4,0.1,0.7,1,4,1,0,0,0,0,1,1416852
PHO,Jonah Bolden,24,3,0,11,0.7,0.25,0,0,0.7,0.4,0.25,0.7,1,1,1.7,0,0.7,0.7,0,2,2,0,0,0,0,1,1,1698450
PHO,Ty Jerome,22,31,0,10.6,1.2,0.336,0.5,0.28,0.8,0.381,0.398,0.4,0.75,0.2,1.3,1.4,0.5,0.1,0.6,0.9,3.3,0,0,1,0,0,0,2193480
PHO,Cheick Diallo,23,47,2,10.2,2,0.648,0,0.333,1.9,0.655,0.651,0.7,0.872,0.6,2.1,0.5,0.2,0.3,0.7,1.2,4.7,0,0,0,0,1,3,1678854
PHO,Jalen Lecque,19,5,0,6.4,0.8,0.4,0,0,0.8,0.667,0.4,0.4,1,0,0.4,0.4,0,0,0.4,0.6,2,0,0,1,0,0,0,898310
SAS,DeMar DeRozan,30,68,68,34.1,8.2,0.531,0.1,0.257,8.1,0.54,0.535,5.6,0.845,0.6,4.9,5.6,1,0.3,2.4,2.6,22.1,0,0,0,1,0,10,27739975
SAS,LaMarcus Aldridge,34,53,53,33.1,7.4,0.493,1.2,0.389,6.2,0.519,0.532,3,0.827,1.9,5.5,2.4,0.7,1.6,1.4,2.4,18.9,0,0,0,0,1,13,26000000
SAS,Dejounte Murray,23,66,58,25.6,4.5,0.462,0.6,0.369,3.8,0.481,0.494,1.4,0.798,1,4.8,4.1,1.7,0.3,1.9,2.2,10.9,1,0,0,0,0,2,2321735
SAS,Bryn Forbes,26,63,62,25.1,3.8,0.417,2.3,0.388,1.5,0.47,0.544,1.2,0.833,0.2,1.8,1.7,0.5,0,0.9,1.8,11.2,0,0,1,0,0,3,2875000
SAS,Derrick White,25,68,20,24.7,3.7,0.458,1.2,0.366,2.6,0.518,0.53,2.6,0.853,0.5,2.8,3.5,0.6,0.9,1.3,2.2,11.3,0,0,1,0,0,2,1948080
SAS,Patty Mills,31,66,1,22.5,3.9,0.431,2.3,0.382,1.6,0.533,0.56,1.5,0.866,0.3,1.3,1.8,0.8,0.1,0.8,1.6,11.6,1,0,0,0,0,10,12428571
SAS,Rudy Gay,33,67,5,21.8,4,0.446,1.1,0.336,2.9,0.511,0.508,1.8,0.882,0.9,4.5,1.7,0.5,0.5,1.3,1.5,10.8,0,1,0,0,0,13,14000000
SAS,Trey Lyles,24,63,53,20.2,2.4,0.446,1,0.387,1.4,0.503,0.541,0.5,0.733,1.1,4.6,1.1,0.4,0.4,0.6,1.6,6.4,0,1,0,0,0,4,5500000
SAS,Keldon Johnson,20,17,1,17.7,3.1,0.596,0.8,0.591,2.4,0.597,0.669,2.1,0.795,0.6,2.8,0.9,0.8,0.1,0.8,1.6,9.1,0,0,0,1,0,0,1950600
SAS,Jakob Poeltl,24,66,18,17.7,2.5,0.624,0,,2.5,0.624,0.624,0.6,0.465,2,3.7,1.8,0.6,1.4,0.8,1.9,5.6,0,0,0,0,1,3,3754886
SAS,Lonnie Walker,21,61,12,16.2,2.5,0.426,0.7,0.406,1.8,0.434,0.483,0.7,0.721,0.4,1.9,1.1,0.5,0.2,0.7,1.3,6.4,0,0,1,0,0,1,2760480
SAS,Luka Šamanić,20,3,1,16,1.7,0.313,1,0.375,0.7,0.25,0.406,1,0.75,0.3,3,2,0,0.7,0.7,2,5.3,0,1,0,0,0,0,2689920
SAS,Marco Belinelli,33,57,0,15.5,2.2,0.392,1.2,0.376,1,0.412,0.498,0.8,0.828,0.1,1.6,1.2,0.2,0,0.3,0.8,6.3,0,0,1,0,0,12,5846154
SAS,DeMarre Carroll,33,15,0,9,0.6,0.31,0.2,0.231,0.4,0.375,0.362,0.8,0.6,0.5,1.6,0.7,0.1,0.1,0.7,1.3,2.2,0,0,0,1,0,10,811447
SAS,Chimezie Metu,22,18,0,5.8,1.3,0.571,0,0,1.3,0.6,0.571,0.6,0.769,0.7,1.2,0.6,0.2,0.3,0.6,0.4,3.2,0,0,0,0,1,1,1416852
SAS,Tyler Zeller,30,2,0,2,0.5,0.25,0,,0.5,0.25,0.25,0,,1.5,0.5,0,0,0,0,0,1,0,0,0,0,1,7,245686
SAC,Harrison Barnes,27,72,72,34.5,5.1,0.46,1.4,0.381,3.7,0.501,0.525,3,0.801,1.1,3.9,2.2,0.6,0.2,1.2,1.3,14.5,0,0,0,1,0,1,24147727
SAC,De'Aaron Fox,22,51,49,32,7.7,0.48,1.1,0.292,6.6,0.535,0.513,4.7,0.705,0.7,3.2,6.8,1.5,0.5,3.1,2.8,21.1,0,0,1,0,0,3,6392760
SAC,Buddy Hield,27,72,44,30.8,6.9,0.429,3.8,0.394,3.2,0.479,0.545,1.6,0.846,0.8,3.8,3,0.9,0.2,2.3,2.3,19.2,0,0,1,0,0,3,4861208
SAC,Bogdan Bogdanović,27,61,28,29,5.5,0.44,2.7,0.372,2.8,0.532,0.547,1.4,0.741,0.4,3,3.4,1,0.2,1.7,2.2,15.1,0,1,0,0,0,4,8529386
SAC,Richaun Holmes,26,44,38,28.2,5.1,0.648,0,,5.1,0.648,0.648,2.1,0.788,2.9,5.3,1,0.9,1.3,1.2,3.8,12.3,0,0,1,0,0,8,4767000
SAC,Nemanja Bjelica,31,72,67,27.9,4.4,0.481,1.9,0.419,2.5,0.541,0.583,1,0.821,1.5,4.8,2.8,0.9,0.6,1.4,3,11.5,0,0,0,0,1,0,6825000
SAC,Trevor Ariza,34,32,0,24.7,2,0.388,1.3,0.352,0.7,0.488,0.518,0.7,0.778,0.7,3.9,1.6,1.1,0.2,0.9,2,6,0,0,0,1,0,15,12200000
SAC,Cory Joseph,28,72,26,24.4,2.4,0.415,0.8,0.352,1.6,0.455,0.483,0.8,0.857,0.6,2,3.5,0.7,0.3,1.1,1.8,6.4,1,0,0,0,0,1,12000000
SAC,Kent Bazemore,30,25,0,23.1,3.5,0.418,1.1,0.384,2.4,0.437,0.486,2.2,0.733,0.6,4.3,1.3,1.2,0.4,1.2,3,10.3,0,0,0,1,0,7,19269662
SAC,Eric Mika,25,1,0,19,2,0.667,0,,2,0.667,0.667,2,1,2,5,0,0,0,0,5,6,0,0,0,1,0,11,50752
SAC,Dewayne Dedmon,30,34,10,15.9,2,0.404,0.4,0.197,1.6,0.55,0.444,0.7,0.821,1.4,3.6,0.4,0.4,0.8,1.4,2.7,5.1,0,0,0,0,1,6,13333334
SAC,Alex Len,26,15,3,15,2.3,0.593,0.1,0.667,2.2,0.589,0.61,1.1,0.708,2.1,4,0.5,0.2,1,1.1,2.3,5.9,0,0,0,0,1,6,4160000
SAC,Harry Giles,21,46,17,14.5,3,0.554,0,0,3,0.558,0.554,0.8,0.776,0.9,3.2,1.3,0.5,0.4,1,2.6,6.9,0,0,0,1,0,1,2578800
SAC,Jabari Parker,24,6,0,13.3,3.5,0.583,0.2,0.25,3.3,0.625,0.597,1.3,0.889,1.2,2.7,1.7,0.5,0.2,0.7,1,8.5,0,1,0,0,0,5,6500000
SAC,Yogi Ferrell,26,50,0,10.6,1.6,0.42,0.5,0.304,1.1,0.505,0.484,0.7,0.857,0.1,0.9,1.4,0.4,0.1,0.6,0.8,4.4,0,1,0,0,0,11,3150000
SAC,Anthony Tolliver,34,9,0,9.1,0.3,0.176,0.2,0.133,0.1,0.5,0.235,0.1,0.5,0.2,1,0.3,0.4,0.1,0.4,0.7,1,0,1,0,0,0,11,434704
SAC,Corey Brewer,33,5,0,6.6,0.4,0.5,0,0,0.4,0.667,0.5,0.2,0.333,0.4,1.2,0.4,0.8,0,0.4,1.4,1,1,0,0,0,0,1,289803
SAC,Justin James,23,36,0,6.4,1,0.417,0.3,0.31,0.7,0.473,0.47,0.3,0.476,0.2,0.7,0.5,0.2,0.3,0.2,0.5,2.5,0,1,0,0,0,2,898310
SAC,Wenyen Gabriel,22,11,0,5.5,0.5,0.353,0.1,0.125,0.5,0.556,0.382,0.5,0.6,0.4,0.5,0.3,0.3,0.2,0.5,0.6,1.7,0,1,0,0,0,0,1445697
SAC,Caleb Swanigan,22,7,0,3.3,0.3,0.5,0,,0.3,0.5,0.5,0.1,0.5,0.3,0.7,0.3,0.1,0.3,0.9,1.1,0.7,0,1,0,0,0,2,2033160
NOP,Jrue Holiday,29,61,61,34.7,7.5,0.455,2,0.353,5.5,0.509,0.516,2.1,0.709,1.3,3.5,6.7,1.6,0.8,3,2.4,19.1,0,0,1,0,0,4,26131111
NOP,Brandon Ingram,22,62,62,33.9,8.2,0.463,2.4,0.391,5.8,0.501,0.531,5,0.851,0.8,5.3,4.2,1,0.6,3,2.9,23.8,1,0,0,0,0,1,7265485
NOP,Lonzo Ball,22,63,54,32.1,4.4,0.403,2.3,0.375,2,0.442,0.511,0.7,0.566,1.1,5,7,1.4,0.6,3.1,2,11.8,0,0,1,0,0,1,8719320
NOP,Zion Williamson,19,24,24,27.8,8.8,0.583,0.3,0.429,8.5,0.59,0.592,4.8,0.64,2.7,3.6,2.1,0.7,0.4,2.5,1.8,22.5,0,0,0,1,0,1,9757440
NOP,Josh Hart,24,65,16,27,3.5,0.423,1.9,0.342,1.6,0.584,0.537,1.3,0.739,0.9,5.6,1.7,1,0.4,1.2,2.5,10.1,0,0,1,0,0,0,1934160
NOP,J.J. Redick,35,60,36,26.4,4.8,0.453,3,0.453,1.8,0.453,0.596,2.8,0.892,0.2,2.4,2,0.3,0.2,1.3,1.6,15.3,1,0,0,0,0,13,13486300
NOP,Derrick Favors,28,51,49,24.4,4.1,0.617,0,0.143,4.1,0.627,0.618,0.8,0.563,3.2,6.6,1.6,0.6,0.9,1.1,2.1,9,0,0,0,1,0,1,17650000
NOP,Kenrich Williams,25,39,18,21.3,1.3,0.347,0.6,0.258,0.7,0.52,0.432,0.2,0.346,1.3,3.5,1.5,0.7,0.5,0.6,2.3,3.5,1,0,0,0,0,0,1416852
NOP,E'Twaun Moore,30,56,6,18.2,3.3,0.426,1.1,0.377,2.2,0.456,0.498,0.6,0.689,0.6,1.8,1.4,0.6,0.2,0.7,1.4,8.3,0,1,0,0,0,11,8664928
NOP,Sindarius Thornwell,25,2,0,17.5,3,0.545,1,0.5,2,0.571,0.636,1,0.5,0,2,2,0.5,0.5,1,1,8,0,0,1,0,0,2,183115
NOP,Nicolò Melli,29,60,8,17.4,2.3,0.421,1.2,0.335,1.1,0.573,0.528,0.9,0.74,0.6,2.4,1.4,0.6,0.4,0.8,2.1,6.6,0,0,0,0,1,0,4102564
NOP,Jaxson Hayes,19,64,14,16.9,2.7,0.672,0,0.25,2.7,0.678,0.674,1.9,0.647,1.5,2.5,0.9,0.4,0.9,0.8,2.5,7.4,0,0,1,0,0,0,4862040
NOP,Jahlil Okafor,24,30,9,15.6,3.4,0.623,0,0.333,3.3,0.629,0.627,1.3,0.645,1.6,2.6,1.2,0.2,0.7,1.3,2.2,8.1,0,0,0,1,0,7,1702486
NOP,Frank Jackson,21,59,2,13.5,2.3,0.405,0.8,0.326,1.5,0.465,0.476,0.9,0.747,0.4,1,1,0.3,0.1,0.8,1.3,6.3,0,0,1,0,0,9,1618520
NOP,Nickeil Alexander-Walker,21,47,1,12.6,2.1,0.368,1,0.346,1.1,0.391,0.455,0.5,0.676,0.2,1.6,1.9,0.4,0.2,1.1,1.2,5.7,0,0,0,0,1,5,2964840
MIN,Andrew Wiggins,24,42,42,34.6,8.4,0.444,2.2,0.331,6.2,0.505,0.502,3.5,0.72,1.1,4.1,3.7,0.7,0.9,2.5,2.4,22.4,0,0,0,1,0,5,27504630
MIN,Karl-Anthony Towns,24,35,35,33.9,9,0.508,3.3,0.412,5.8,0.586,0.6,5.1,0.796,2.7,8.1,4.4,0.9,1.2,3.1,3.3,26.5,0,0,0,0,1,4,27285000
MIN,Malik Beasley,23,14,14,33.1,7.9,0.472,3.5,0.426,4.4,0.517,0.577,1.5,0.75,0.6,4.4,1.9,0.6,0.1,1.5,1.9,20.7,0,0,1,0,0,3,2731714
MIN,D'Angelo Russell,23,12,12,32.7,7.3,0.412,3.2,0.345,4.1,0.485,0.502,4,0.873,0.3,4.3,6.6,1.4,0.3,3.8,1.8,21.7,1,0,0,0,0,4,27285000
MIN,Robert Covington,29,48,47,29.4,4.5,0.435,2.3,0.346,2.3,0.587,0.544,1.6,0.798,0.8,5.2,1.2,1.7,0.9,1.5,3.1,12.8,0,1,0,0,0,6,11301219
MIN,Juan Hernangómez,24,14,14,29.4,4.4,0.453,2.1,0.42,2.4,0.485,0.558,2,0.609,1.4,5.9,1.3,1,0.3,1,2.5,12.9,0,1,0,0,0,3,3321030
MIN,Jeff Teague,31,34,13,27.8,4.3,0.448,1,0.379,3.3,0.473,0.498,3.7,0.868,0.4,2.1,6.1,0.7,0.4,2.2,2.1,13.2,1,0,0,0,0,10,19000000
MIN,Josh Okogie,21,62,28,25,2.7,0.427,0.7,0.266,2.1,0.529,0.479,2.5,0.796,1.4,2.9,1.6,1.1,0.4,1.4,2.2,8.6,0,0,1,0,0,1,2530680
MIN,James Johnson,32,14,1,24.1,4.6,0.5,1.2,0.37,3.4,0.573,0.566,1.6,0.676,1.2,3.5,3.8,1.4,1.4,2.4,3.3,12,0,0,0,0,1,10,15349400
MIN,Jarrett Culver,20,63,35,23.9,3.7,0.404,1,0.299,2.6,0.471,0.462,0.9,0.462,1.1,2.3,1.7,0.9,0.6,1.3,2,9.2,0,0,1,0,0,0,5813640
MIN,Shabazz Napier,28,36,22,23.8,3.2,0.403,1.3,0.296,1.9,0.54,0.486,2,0.818,0.5,2.6,5.2,1.1,0.2,2.1,1.7,9.6,1,0,0,0,0,5,1845301
MIN,Jake Layman,25,23,2,22,3.5,0.453,1,0.333,2.5,0.533,0.52,1,0.75,0.7,1.7,0.7,0.7,0.4,1,2,9.1,0,0,0,1,0,3,3581986
MIN,Treveon Graham,26,33,20,20.1,1.9,0.354,0.6,0.241,1.3,0.457,0.411,0.8,0.73,0.9,2.2,0.9,0.5,0.1,0.6,2,5.2,0,0,0,1,0,3,1645357
MIN,Keita Bates-Diop,24,37,0,17.5,2.4,0.422,0.8,0.33,1.5,0.5,0.498,1.2,0.708,0.6,2.4,0.8,0.5,0.5,0.4,1,6.8,0,1,0,0,0,1,1416852
MIN,Gorgui Dieng,30,46,17,16.9,2.7,0.448,1,0.383,1.7,0.497,0.531,1,0.797,1.6,4,1.3,0.8,0.9,1,1.9,7.4,0,0,0,0,1,6,16229213
MIN,Naz Reid,20,30,11,16.5,3.3,0.412,1.1,0.33,2.3,0.466,0.477,1.2,0.698,1.1,3,1.2,0.6,0.7,0.7,2.8,9,0,0,0,0,1,0,898310
MIN,Allen Crabbe,27,9,0,14.6,1.2,0.324,0.7,0.231,0.6,0.625,0.412,0.1,0.5,0.1,1.2,0.6,0,0,0.6,1.2,3.2,0,0,0,1,0,6,17818456
MIN,Noah Vonleh,24,29,1,12,1.6,0.547,0.1,0.143,1.6,0.625,0.558,0.8,0.821,1.2,2.8,0.9,0.4,0.2,0.7,1.2,4.1,0,0,0,0,1,5,2000000
MIN,Jaylen Nowell,20,15,0,10.1,1.3,0.358,0.2,0.115,1.1,0.593,0.387,1.1,0.941,0.2,0.7,1.3,0.2,0.1,0.2,0.7,3.8,0,0,1,0,0,0,1400000
MIN,Jordan Bell,25,27,0,8.7,1.2,0.533,0.1,0.222,1.1,0.588,0.55,0.6,0.586,1,1.9,0.5,0.1,0.4,0.7,0.6,3.1,0,0,0,0,1,2,250000
MIN,Jarred Vanderbilt,20,2,0,2.5,0,0,0,0,0,,0,1,1,0,0.5,0,0,0,0,0,1,0,1,0,0,0,1,1416852
MIN,Jacob Evans,22,2,0,2,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1925880
GSW,Andrew Wiggins,24,12,12,33.6,7.2,0.457,1.7,0.339,5.5,0.512,0.511,3.4,0.672,1.5,3.1,3.6,1.3,1.4,2.1,2.2,19.4,0,0,0,1,0,5,27504630
GSW,D'Angelo Russell,23,33,33,32.1,8.3,0.43,3.6,0.374,4.6,0.487,0.524,3.4,0.785,0.4,3.3,6.2,0.9,0.3,3.1,1.9,23.6,1,0,0,0,0,4,27285000
GSW,Mychal Mulder,25,7,3,29.1,3.7,0.388,2.3,0.308,1.4,0.667,0.507,1.3,0.75,0.4,2.9,1.1,0.3,0.1,0.7,2.9,11,0,0,0,1,0,0,238534
GSW,Alec Burks,28,48,18,29,5.1,0.406,1.8,0.375,3.3,0.424,0.476,4.2,0.897,0.8,3.9,3.1,1,0.4,1.6,2.2,16.1,0,0,0,1,0,8,2320044
GSW,Damion Lee,27,49,36,29,4.3,0.417,1.7,0.356,2.6,0.471,0.5,2.2,0.873,0.7,4.2,2.7,1,0.1,1.4,2.4,12.7,0,0,1,0,0,2,842327
GSW,Draymond Green,29,43,43,28.4,2.9,0.389,0.8,0.279,2,0.465,0.446,1.5,0.759,0.5,5.7,6.2,1.4,0.8,2.3,2.6,8,0,1,0,0,0,7,18539130
GSW,Stephen Curry,31,5,5,27.8,6.6,0.402,2.4,0.245,4.2,0.636,0.476,5.2,1,0.8,4.4,6.6,1,0.4,3.2,2.2,20.8,1,0,0,0,0,10,40231758
GSW,Eric Paschall,23,60,26,27.6,5.3,0.497,0.6,0.287,4.7,0.55,0.526,2.7,0.774,1.4,3.2,2.1,0.5,0.2,1.6,2.1,14,0,1,0,0,0,0,898310
GSW,Willie Cauley-Stein,26,41,37,22.9,3.5,0.56,0,,3.5,0.56,0.56,0.9,0.614,1.7,4.5,1.5,1.1,1.2,0.9,2.5,7.9,0,0,0,0,1,4,2177483
GSW,Ky Bowman,22,45,12,22.6,3,0.417,0.7,0.308,2.2,0.472,0.469,0.8,0.829,0.5,2.2,2.9,1,0.2,1.6,2.3,7.4,1,0,0,0,0,0,350189
GSW,Jordan Poole,20,57,14,22.4,2.9,0.333,1.3,0.279,1.6,0.392,0.406,1.7,0.798,0.2,1.9,2.4,0.6,0.2,1.3,1.6,8.8,0,0,1,0,0,0,1964760
GSW,Dragan Bender,22,9,3,21.7,3.4,0.437,1.2,0.324,2.2,0.541,0.514,0.9,0.727,1.8,4.1,2.1,0.4,0.4,1.8,2.9,9,0,1,0,0,0,3,1678854
GSW,Juan Toscano-Anderson,26,13,6,20.9,2.2,0.46,0.6,0.348,1.6,0.525,0.524,0.2,0.6,0.7,3.3,2,1,0.4,1.2,2.3,5.3,0,0,1,0,0,0,350189
GSW,Marquese Chriss,22,59,21,20.3,3.6,0.545,0.1,0.205,3.4,0.584,0.556,2,0.769,1.9,4.3,1.9,0.7,1.1,1.3,2.1,9.3,0,1,0,0,0,3,1413272
GSW,Omari Spellman,22,49,3,18.1,2.6,0.431,0.9,0.391,1.7,0.454,0.503,1.5,0.793,1.6,2.9,1,0.7,0.5,1.1,1.3,7.6,0,0,0,0,1,1,1897800
GSW,Jacob Evans,22,27,1,15.3,1.7,0.338,0.5,0.342,1.2,0.337,0.387,0.9,0.862,0.3,1.2,1.1,0.4,0.4,0.9,1.5,4.7,0,0,1,0,0,1,1925880
GSW,Jeremy Pargo,33,3,0,14.7,3.7,0.5,1,0.429,2.7,0.533,0.568,0,0,0.3,0.7,2.7,0.3,0,1.3,2.7,8.3,1,0,0,0,0,2,91557
GSW,Chasson Randle,26,3,0,13.3,0,0,0,0,0,0,0,1.7,0.833,0,0.7,1.7,0.7,0,0,1,1.7,1,0,0,0,0,2,91557
GSW,Kevon Looney,23,20,4,13.1,1.5,0.367,0.1,0.071,1.4,0.431,0.373,0.5,0.75,1.4,1.9,1,0.6,0.3,0.6,1.7,3.4,0,0,0,0,1,4,4464286
GSW,Zach Norvell,22,3,0,12,1,0.273,1,0.375,0,0,0.409,0.3,1,0,1.7,1,0.7,0,1,1.3,3.3,0,0,1,0,0,0,50752
GSW,Alen Smailagić,19,14,0,9.9,1.4,0.5,0.2,0.231,1.2,0.63,0.538,1.1,0.842,0.7,1.2,0.9,0.2,0.3,0.8,1,4.2,0,0,0,0,1,0,898310
